cod_prop,ut,area_amostrada_ha,metodo_calculo
E092,UT07,0.186733788667,"BD_Inventário (1 UTs, 14 indivíduos total)"
E094,UT01,0.09673595090327,"BD_Inventário (1 UTs, 79 indivíduos total)"
E095,UT01,0.2245058017803,"BD_Inventário (1 UTs, 96 indivíduos total)"
E096,UT01,0.0157342021936,"BD_Inventário (1 UTs, 69 indivíduos total)"
E096,UT02,0.0935984574384,"BD_Inventário (1 UTs, 390 indivíduos total)"
E098,UT01,0.08156553070042,"BD_Inventário (1 UTs, 309 indivíduos total)"
E098,UT02,0.01500256902755,"BD_Inventário (1 UTs, 67 indivíduos total)"
E103,UT01,0.0140193741535,"BD_Inventário (1 UTs, 17 indivíduos total)"
E105,UT01,0.005523370218055,"BD_Inventário (1 UTs, 52 indivíduos total)"
E106,UT01,0.00502529511101,"BD_Inventário (1 UTs, 81 indivíduos total)"
E107_1,UT02,0.03316783583651724,"BD_Inventário (1 UTs, 170 indivíduos total)"
